City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
482,Angoram,PG,-4.0625,144.0661,80.6,84,100,3.04,overcast clouds
483,Verkhnyaya Inta,RU,65.9811,60.3094,61.74,63,100,5.88,overcast clouds
484,Pombas,CV,17.1503,-25.0201,71.38,81,100,11.3,overcast clouds
485,Coihaique,CL,-45.5752,-72.0662,37.35,70,40,0.0,scattered clouds
486,Clarence Town,AU,-32.5833,151.7833,64.85,55,5,7.43,clear sky
487,Ferkessedougou,CI,9.6,-5.2,72.66,92,83,7.29,broken clouds
488,Miandrivazo,MG,-19.5167,45.4667,65.23,88,0,2.19,clear sky
489,Axim,GH,4.8699,-2.2405,75.13,91,93,10.07,light rain
490,Kuala Terengganu,MY,5.3302,103.1408,80.44,78,100,3.62,overcast clouds
491,Dalbandin,PK,28.8947,64.4101,88.74,10,2,4.47,clear sky
492,College,US,64.8569,-147.8028,72.59,50,75,5.75,broken clouds
493,Hamilton,US,39.1834,-84.5333,86.85,74,0,8.05,clear sky
494,Zhuzhou,CN,27.8333,113.15,72.73,91,100,2.89,overcast clouds
495,Powell,US,40.1578,-83.0752,86.0,75,0,8.05,clear sky
496,Lata,PT,40.1629,-8.3327,63.07,95,12,2.04,few clouds
497,Bowen,AU,-20.0167,148.2333,73.72,64,3,10.96,clear sky
498,Kodinsk,RU,58.6881,99.1844,64.8,90,100,3.8,overcast clouds
499,Batu,ID,-7.87,112.5283,73.62,77,18,1.36,light rain
500,Egvekinot,RU,66.3167,-179.1667,36.86,98,100,3.76,overcast clouds
501,Harper,LR,4.375,-7.7169,76.66,88,100,10.49,light rain
502,Riyadh,SA,24.6877,46.7219,86.14,18,10,5.53,clear sky
503,Pavlovsk,RU,50.4578,40.1081,53.37,89,48,4.07,scattered clouds
504,Aykhal,RU,66.0,111.5,64.24,45,36,6.2,scattered clouds
505,Pereslavl-Zalesskiy,RU,56.7393,38.8563,51.53,87,66,5.5,broken clouds
506,Pozo Colorado,PY,-23.4923,-58.7972,69.53,89,100,3.69,overcast clouds
507,Manggar,ID,-2.8833,108.2667,79.68,78,100,4.05,light rain
508,Lichinga,MZ,-13.3128,35.2406,57.29,82,75,10.36,broken clouds
509,Zemio,CF,5.0314,25.1361,67.24,95,66,1.88,broken clouds
510,Dutlwe,BW,-23.9833,23.9,45.68,32,0,8.32,clear sky
511,Jiwani,PK,25.05,61.7417,83.21,80,100,8.23,overcast clouds
512,Kaili,ID,-3.4626,120.2147,74.17,76,75,2.33,broken clouds
513,Oriximina,BR,-1.7656,-55.8661,74.16,77,9,3.06,clear sky
514,Gornyak,RU,50.9942,81.4661,57.51,81,91,7.83,overcast clouds
515,Bukama,CD,-9.2,25.85,63.7,46,57,3.85,broken clouds
516,Bahia Honda,CU,22.9036,-83.1592,78.57,86,85,8.3,light rain
517,Chik,RU,54.9928,82.4311,58.75,87,0,8.95,clear sky
518,Palmer,US,42.1584,-72.3287,66.61,77,100,5.01,overcast clouds
519,Ashoknagar,IN,24.5667,77.7167,78.53,78,100,9.33,overcast clouds
520,Yambio,SS,4.5721,28.3955,65.77,96,4,4.0,light rain
521,Ostrovnoy,RU,68.0531,39.5131,40.84,98,100,14.88,overcast clouds
522,Lodja,CD,-3.4833,23.4333,70.65,71,2,1.9,clear sky
523,Watsa,CD,3.0372,29.5355,61.86,97,8,1.25,clear sky
524,Dingle,PH,10.9995,122.6711,85.41,72,23,6.31,few clouds
525,Union,US,40.6334,-74.2663,73.31,83,100,10.36,overcast clouds
526,Garissa,KE,-0.4536,39.6401,73.17,85,21,12.73,few clouds
527,Sitka,US,57.0531,-135.33,71.24,44,21,5.61,few clouds
528,Riberalta,BO,-10.9833,-66.1,76.59,79,93,3.0,overcast clouds
529,Iralaya,HN,15.0,-83.2333,77.47,86,93,6.87,overcast clouds
530,Mikhaylovka,RU,50.06,43.2379,58.69,88,6,6.93,clear sky
531,Villazon,BO,-22.0866,-65.5942,42.06,18,98,13.27,overcast clouds
532,Basco,PH,20.4487,121.9702,85.24,77,100,17.13,overcast clouds
533,Dakoro,NE,14.5106,6.765,84.58,49,67,7.56,broken clouds
534,Boysun,UZ,38.2061,67.1986,72.1,32,65,7.07,broken clouds
535,Mtwara,TZ,-10.2667,40.1833,72.27,85,0,5.01,clear sky
536,Kamenka,RU,51.3223,42.7678,52.16,93,0,6.38,clear sky
537,Porto-Vecchio,FR,41.591,9.2795,71.13,88,0,2.3,clear sky
538,Padang,ID,-0.9492,100.3543,75.25,86,97,1.68,overcast clouds
539,Qax,AZ,41.4225,46.9242,67.19,86,54,2.62,light rain
540,Antalaha,MG,-14.9003,50.2788,66.7,89,8,4.97,clear sky
541,Olafsvik,IS,64.8945,-23.7142,48.18,82,100,8.19,light rain
542,Kirkwall,GB,58.9848,-2.9587,55.45,94,40,13.8,light rain
543,Inirida,CO,3.8653,-67.9239,72.25,95,39,0.58,scattered clouds
544,Mabai,CN,23.0128,104.4508,66.0,90,100,3.47,overcast clouds
545,Adzope,CI,6.1069,-3.8619,71.19,100,100,2.93,light rain
546,Linhares,BR,-19.3911,-40.0722,62.2,82,0,0.56,clear sky
547,Tefe,BR,-3.3542,-64.7114,72.55,98,19,0.36,light rain
548,Mareeba,AU,-17.0,145.4333,71.47,67,45,5.79,scattered clouds
549,Owando,CG,-0.4819,15.8999,70.66,97,100,1.41,moderate rain
550,Cumra,TR,37.5732,32.7745,62.74,70,0,8.21,clear sky
551,Porto Santo,PT,33.072,-16.3415,68.38,77,20,8.05,few clouds
552,Mutoko,ZW,-17.397,32.2268,49.91,90,2,3.67,clear sky
553,Dorado,PR,18.4588,-66.2677,82.29,90,100,8.97,overcast clouds
554,Baruun-Urt,MN,46.6806,113.2792,68.9,56,100,11.5,overcast clouds
555,George,ZA,-33.963,22.4617,55.18,40,95,8.99,overcast clouds
556,Suwalki,PL,54.1118,22.9309,48.33,95,97,5.3,overcast clouds
557,Pak Phanang,TH,8.3511,100.202,80.82,79,100,3.4,light rain
558,Tonkino,RU,57.3726,46.4629,50.94,93,6,5.32,clear sky
559,Khorixas,NA,-20.3667,14.9667,60.78,36,4,4.88,clear sky
560,Araripe,BR,-7.2125,-40.0461,65.8,82,81,6.4,broken clouds
561,Santiago De Cuba,CU,20.0247,-75.8219,80.71,78,40,3.44,scattered clouds
562,Ishigaki,JP,24.3448,124.1572,82.53,84,97,18.75,light rain
563,Tual,ID,-5.6667,132.75,82.74,76,21,16.33,few clouds
564,Yerbogachen,RU,61.2767,108.0108,70.95,44,97,9.91,overcast clouds
565,Vostochnyy,RU,55.8167,37.8667,56.98,74,16,5.84,few clouds
566,Zonguldak,TR,41.25,31.8333,52.84,92,100,2.53,overcast clouds
567,Port Shepstone,ZA,-30.7414,30.455,54.14,62,17,6.82,few clouds
568,Marawi,PH,7.9986,124.2928,79.02,68,61,2.35,broken clouds
569,Mao,ES,39.8885,4.2658,70.36,88,0,3.44,clear sky
570,Wewak,PG,-3.5534,143.6268,77.74,91,99,6.08,overcast clouds
571,Beira,MZ,-19.8436,34.8389,68.52,81,85,9.22,light rain
572,Butembo,CD,0.15,29.2833,56.23,92,61,3.4,broken clouds
573,Pacific Grove,US,36.6177,-121.9166,76.39,72,0,16.11,clear sky
574,Vaitape,PF,-16.5167,-151.75,80.4,69,0,15.77,clear sky
575,Morant Bay,JM,17.8815,-76.4093,80.71,83,100,7.72,overcast clouds
576,Boyolangu,ID,-8.1181,111.8935,80.08,79,11,1.01,few clouds
577,Ossora,RU,59.2353,163.0719,47.1,88,100,9.37,light rain
578,Magdagachi,RU,53.45,125.8,73.29,36,4,5.17,clear sky
579,Green River,US,41.5286,-109.4662,87.19,12,0,11.99,clear sky
580,Olinda,BR,-8.0089,-34.8553,73.13,88,75,8.05,broken clouds
581,Ginda,IN,30.6945,78.4932,69.1,50,94,1.83,overcast clouds
582,Mandalgovi,MN,45.7625,106.2708,71.73,46,61,8.93,broken clouds
583,Lasa,IT,46.6166,10.7002,58.37,87,4,6.31,clear sky
584,Asau,RO,46.4333,26.4,52.72,80,8,5.75,clear sky
585,Parit Buntar,MY,5.1267,100.4932,78.78,88,23,2.89,few clouds
586,Sola,VU,-13.8833,167.55,81.34,77,74,16.67,broken clouds
587,Mazagao,BR,-0.115,-51.2894,77.05,89,59,2.39,broken clouds
588,Diego De Almagro,CL,-26.3667,-70.05,44.46,81,0,0.67,clear sky
589,Chakulia,IN,22.4833,86.7167,83.21,74,100,6.78,overcast clouds
590,Bere,TD,9.3202,16.1552,72.21,91,100,9.69,moderate rain
591,Soligalich,RU,59.0778,42.2864,46.76,96,11,4.68,few clouds
592,Malindi,KE,-3.2175,40.1191,76.91,83,85,15.66,light rain
593,Marsh Harbour,BS,26.5412,-77.0636,81.32,76,4,7.18,clear sky
594,Asekeyevo,RU,53.5742,52.7972,61.9,78,13,2.08,few clouds
595,Soyo,AO,-6.1349,12.3689,71.08,87,95,5.88,overcast clouds
596,Hervey Bay,AU,-25.2986,152.8535,65.8,44,100,7.76,overcast clouds
597,Cooma,AU,-36.2333,149.1333,48.4,68,98,10.63,overcast clouds
598,Erenhot,CN,43.6475,111.9767,80.94,29,47,15.1,scattered clouds
599,Beringovskiy,RU,63.05,179.3167,46.04,72,18,5.03,few clouds
600,Funadhoo,MV,6.15,73.2667,83.05,75,100,12.19,overcast clouds
601,Havelock,US,34.8791,-76.9013,80.55,83,10,3.0,clear sky
602,Dicabisagan,PH,17.0818,122.4157,87.89,65,12,7.47,few clouds
603,Vila Do Maio,CV,15.1333,-23.2167,75.99,82,78,15.55,broken clouds
604,Ilo,PE,-17.6394,-71.3375,59.86,82,75,8.05,broken clouds
605,Bafq,IR,31.6128,55.4107,80.94,25,0,10.36,clear sky
606,Kuching,MY,1.55,110.3333,77.22,94,20,0.0,few clouds
607,Nha Trang,VN,12.25,109.1833,84.2,63,13,0.69,few clouds
608,San Cristobal,VE,7.7669,-72.225,75.38,98,36,2.57,scattered clouds
609,Acapulco,MX,16.8634,-99.8901,78.62,83,100,5.75,overcast clouds
610,Puerto Leguizamo,CO,-0.1934,-74.7819,71.76,90,25,2.64,scattered clouds
611,Haverfordwest,GB,51.8017,-4.9691,62.55,83,100,9.89,overcast clouds
612,Dauphin,CA,51.1494,-100.0502,64.58,79,58,6.55,broken clouds
613,Wilmington,US,34.2257,-77.9447,78.71,76,0,9.22,clear sky
614,Deputatskiy,RU,69.3,139.9,47.32,52,89,3.47,overcast clouds
615,Saint Anthony,US,45.0205,-93.218,76.78,49,0,14.97,clear sky
616,Tres Arroyos,AR,-38.3739,-60.2798,45.99,64,0,9.4,clear sky
617,Maniitsoq,GL,65.4167,-52.9,34.14,99,100,18.7,snow
618,Chopovychi,UA,50.8332,28.9533,56.84,73,97,4.34,overcast clouds
619,Malinovoye Ozero,RU,51.6753,79.7825,61.74,67,100,7.76,overcast clouds
620,Saquena,PE,-4.6667,-73.5167,70.9,86,80,1.43,broken clouds
621,Jawhar,SO,2.7809,45.5005,73.18,93,100,7.72,overcast clouds
622,Auki,SB,-8.7676,160.7034,84.06,68,9,3.51,clear sky
623,Atikokan,CA,48.7555,-91.6216,63.37,69,7,12.71,clear sky
624,Totness,SR,5.8833,-56.3167,77.04,85,100,8.19,overcast clouds
625,Oskemen,KZ,49.9565,82.6119,58.96,82,40,4.47,mist
626,Boende,CD,-0.2167,20.8667,69.28,98,100,1.05,light rain
627,Kyren,RU,51.6828,102.1408,67.3,69,100,2.17,light rain
628,North Bend,US,43.4065,-124.2243,62.24,79,75,6.91,broken clouds
629,Katangli,RU,51.7102,143.2326,49.3,80,89,8.34,overcast clouds
630,Kaupanger,NO,61.1845,7.2404,54.1,91,38,0.56,scattered clouds
631,Denpasar,ID,-8.65,115.2167,82.06,89,20,3.44,few clouds
632,Ambilobe,MG,-13.2,49.05,67.98,94,83,2.68,light rain
633,Kailua,US,21.4022,-157.7394,84.18,75,26,5.99,scattered clouds
634,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,17.27,few clouds
635,Yulara,AU,-25.2406,130.9889,65.34,36,14,8.14,few clouds
636,Qiqihar,CN,47.3408,123.9672,75.4,43,2,12.28,clear sky
637,Ha Tinh,VN,18.3333,105.9,84.81,68,100,8.3,overcast clouds
638,Jiayuguan,CN,39.8167,98.3,77.79,18,9,3.76,clear sky
639,San Jeronimo,PE,-11.9472,-75.2829,46.33,62,8,3.36,clear sky
640,Bilibino,RU,68.0546,166.4372,59.25,29,62,1.77,broken clouds
641,Lincolnton,US,35.4737,-81.2545,76.35,89,0,0.0,clear sky
642,Roald,NO,62.5833,6.1333,55.0,100,100,3.44,overcast clouds
643,Niksar,TR,40.5917,36.9517,62.1,96,90,2.28,overcast clouds
644,Bajil,YE,15.0584,43.2851,84.88,60,74,4.7,broken clouds
645,Barcelona,ES,41.3888,2.159,87.33,34,0,5.99,clear sky
646,Yar-Sale,RU,66.8333,70.8333,52.79,51,26,8.88,scattered clouds
647,Brigham City,US,41.5102,-112.0155,91.42,13,0,4.5,clear sky
648,North Platte,US,41.1239,-100.7654,87.12,39,0,17.0,clear sky
649,Sterling,US,39.0062,-77.4286,80.01,87,75,8.01,broken clouds
650,Ransang,PH,8.9603,117.5828,85.46,64,12,1.14,few clouds
651,Tocopilla,CL,-22.092,-70.1979,57.07,69,21,3.24,few clouds
652,Edinburg,GB,55.9521,-3.1965,64.04,53,0,8.99,clear sky
653,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.83,76,0,10.04,clear sky
654,Lengshuijiang,CN,27.6881,111.4294,69.26,95,100,2.51,light rain
655,Itarema,BR,-2.9248,-39.9167,76.01,83,11,9.73,few clouds
656,Sembe,CG,1.6481,14.5806,69.64,98,51,1.77,light rain
657,Hirara,JP,24.8,125.2833,81.93,83,100,14.36,overcast clouds
658,Jizan,SA,17.3333,42.6667,86.02,73,0,2.21,clear sky
659,Loiza,PR,18.4313,-65.8802,82.4,81,0,6.91,clear sky
660,Mehamn,NO,71.0357,27.8492,39.15,93,100,6.91,light intensity drizzle
661,Pontalina,BR,-17.525,-49.4472,68.09,47,0,4.61,clear sky
662,Saint George,US,37.1041,-113.5841,104.63,5,0,20.71,clear sky
663,Keti Bandar,PK,24.1447,67.4497,83.89,82,35,18.5,scattered clouds
664,Lucea,JM,18.451,-78.1736,79.39,78,100,3.53,overcast clouds
665,Kalemie,CD,-5.9475,29.1947,70.12,66,5,3.83,clear sky
666,Ulladulla,AU,-35.35,150.4667,56.77,54,74,10.16,broken clouds
667,Trabzon,TR,40.9167,39.8333,64.49,78,75,6.91,broken clouds
668,Alamos,MX,27.0167,-108.9333,80.94,57,100,3.6,overcast clouds
669,Ola,RU,59.5833,151.2833,50.14,88,100,2.68,overcast clouds
670,Ramotswa,BW,-24.8716,25.8699,29.82,31,0,1.79,clear sky
671,Bar Harbor,US,44.3876,-68.2039,61.93,70,100,18.41,light rain
672,Challans,FR,46.8436,-1.8749,75.4,59,3,9.13,clear sky
673,Tongliao,CN,43.6125,122.2653,74.95,52,100,6.17,overcast clouds
674,Salinopolis,BR,-0.6136,-47.3561,77.81,82,89,6.87,overcast clouds
675,Rio Viejo,CO,8.5874,-73.839,76.66,93,100,2.3,overcast clouds
676,Campbell River,CA,50.0163,-125.2446,58.59,71,64,5.61,broken clouds
677,Puerto Madryn,AR,-42.7692,-65.0385,51.94,48,100,26.84,overcast clouds
678,Yuzawa,JP,39.1667,140.5,71.35,78,88,5.5,overcast clouds
679,Rio Gallegos,AR,-51.6226,-69.2181,33.33,60,4,25.9,clear sky
680,Taunton,GB,51.0211,-3.1047,61.47,80,100,4.47,overcast clouds
681,Taga,RO,46.95,24.05,59.32,75,100,2.8,overcast clouds
682,Mutis,CO,6.2262,-77.4044,77.77,87,100,4.25,overcast clouds
683,Jackson,US,42.4165,-122.8345,68.14,54,40,11.5,scattered clouds
684,Moose Factory,CA,51.2585,-80.6094,62.58,82,100,13.8,overcast clouds
685,Broken Hill,AU,-31.95,141.4333,57.79,46,58,7.83,broken clouds
686,Darab,IR,28.7519,54.5444,83.73,14,0,3.91,clear sky
687,Le Port,RE,-20.9373,55.2919,69.8,85,5,9.82,clear sky
688,Bousso,TD,10.4795,16.7117,75.61,79,100,6.04,overcast clouds
689,Caleta De Carquin,PE,-11.0925,-77.6267,62.71,79,17,14.09,few clouds
690,Kolo,PL,52.2002,18.6387,51.21,87,0,7.65,clear sky
691,Suntar,RU,62.1444,117.6319,64.24,44,0,7.83,clear sky
692,Kununurra,AU,-15.7667,128.7333,76.98,22,5,14.97,clear sky
693,Ciudad Bolivar,VE,8.1222,-63.5497,80.87,69,8,10.49,clear sky
694,Svetlyy,RU,54.675,20.1347,56.97,88,7,4.45,clear sky
695,Majene,ID,-3.5403,118.9707,80.6,81,81,4.12,broken clouds
696,Sheregesh,RU,52.9209,87.9869,53.98,84,100,4.72,overcast clouds
697,Balkhash,KZ,46.844,74.9804,68.99,51,34,1.1,scattered clouds
698,Miramar,US,25.9873,-80.2323,84.22,77,0,9.22,clear sky
699,Sorland,NO,67.667,12.6934,46.26,77,100,5.06,overcast clouds
700,Upington,ZA,-28.4478,21.2561,50.04,34,0,12.64,clear sky
701,Oksbol,DK,55.6268,8.2876,56.91,93,55,6.42,broken clouds
702,Esmeraldas,BR,-19.7625,-44.3139,61.66,61,0,3.33,clear sky
703,Novoagansk,RU,61.9449,76.6625,57.63,93,100,9.62,overcast clouds
704,Linares,CL,-35.85,-71.6,45.37,89,16,3.53,few clouds
705,Qitaihe,CN,45.8,130.85,68.22,73,100,0.81,moderate rain
706,Ilabaya,PE,-17.4208,-70.5133,56.91,55,6,0.83,clear sky
707,Baoding,CN,38.8511,115.4903,83.01,44,85,7.9,overcast clouds
708,Jieshi,CN,22.8134,115.8257,82.11,81,97,11.88,moderate rain
709,Matadi,CD,-5.8167,13.45,67.68,95,52,2.62,broken clouds
710,Salta,AR,-24.7859,-65.4117,47.57,79,0,3.0,clear sky
711,Berlevag,NO,70.8578,29.0864,39.2,87,100,10.36,overcast clouds
712,Billings,US,45.7833,-108.5007,83.28,38,20,18.41,few clouds
713,Tres Picos,MX,15.8667,-93.5333,77.47,87,100,1.57,overcast clouds
714,Teya,RU,60.3778,92.6267,57.29,99,100,0.72,heavy intensity rain
715,Vereeniging,ZA,-26.6731,27.9261,37.85,31,0,2.75,clear sky
716,Rehoboth,NA,-23.3167,17.0833,52.0,35,3,6.11,clear sky
717,Russell,US,32.3502,-85.1999,89.2,83,0,3.44,clear sky
718,Chateau-Thierry,FR,49.05,3.4,64.36,73,89,4.9,overcast clouds
719,Zhigalovo,RU,54.8097,105.1578,73.45,61,91,2.3,overcast clouds
720,Bonavista,CA,48.6499,-53.1147,50.09,83,5,13.02,clear sky
721,Maragheh,IR,37.3917,46.2398,66.45,53,0,10.38,clear sky
722,Tambilil,PH,5.9622,124.6697,83.62,70,100,1.39,overcast clouds
723,Kroya,ID,-7.6331,109.2461,78.76,83,100,2.8,overcast clouds
724,Belyy Yar,RU,53.6039,91.3903,62.85,66,0,4.47,clear sky
725,Kasempa,ZM,-13.4584,25.8338,53.29,54,0,5.12,clear sky
726,Buritizeiro,BR,-17.3511,-44.9622,64.78,58,0,2.82,clear sky
