City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Dalvik,IS,2022-06-12 02:52:42,65.9702,-18.5286,44.53,98,100,5.59
275,Huarmey,PE,2022-06-12 02:52:42,-10.0681,-78.1522,63.72,85,15,8.59
276,Rehoboth,NA,2022-06-12 02:50:42,-23.3167,17.0833,51.31,47,0,7.36
277,Nalut,LY,2022-06-12 02:52:42,30.3333,10.85,67.84,49,0,10.09
278,Broken Hill,AU,2022-06-12 02:52:43,-31.95,141.4333,53.98,59,2,13.6
279,Rameswaram,IN,2022-06-12 02:52:43,9.2833,79.3,83.37,75,100,13.82
280,Lerwick,GB,2022-06-12 02:52:44,60.1545,-1.1494,51.8,91,97,25.01
281,Victoria,HK,2022-06-12 02:52:44,22.2855,114.1577,86.38,86,100,15.01
282,Vila Franca Do Campo,PT,2022-06-12 02:52:44,37.7167,-25.4333,62.2,93,74,7.18
283,Gawler,AU,2022-06-12 02:52:45,-34.6,138.7333,59.22,70,65,8.34
284,Sao Joao Da Barra,BR,2022-06-12 02:52:45,-21.6403,-41.0511,66.56,87,100,7.11
285,Port Macquarie,AU,2022-06-12 02:52:45,-31.4333,152.9167,65.89,35,1,9.4
286,Churapcha,RU,2022-06-12 02:52:46,62.0025,132.4325,71.13,45,100,9.73
287,Dzerzhinsk,RU,2022-06-12 02:52:46,56.2389,43.4631,53.42,66,0,6.71
288,Boralday,KZ,2022-06-12 02:52:47,43.3578,76.8594,76.86,47,40,2.24
289,Nouadhibou,MR,2022-06-12 02:52:47,20.931,-17.0347,67.98,88,0,21.85
290,Vila,PT,2022-06-12 02:52:47,42.0304,-8.1588,57.7,87,9,5.48
291,Zeya,RU,2022-06-12 02:52:48,53.75,127.2667,80.71,31,32,8.9
292,Sinnamary,GF,2022-06-12 02:52:48,5.3833,-52.95,76.42,88,98,6.85
293,Mishelevka,RU,2022-06-12 02:52:49,52.8575,103.1719,74.79,39,15,5.26
294,Iquique,CL,2022-06-12 02:50:37,-20.2208,-70.1431,59.04,77,35,3.62
295,Warman,CA,2022-06-12 02:52:49,52.3168,-106.5679,69.71,35,75,14.97
296,Dunedin,NZ,2022-06-12 02:52:49,-45.8742,170.5036,51.8,61,100,13.0
297,Carbondale,US,2022-06-12 02:48:50,37.7273,-89.2168,77.0,82,0,4.61
298,Usogorsk,RU,2022-06-12 02:52:50,63.4106,48.6872,48.06,57,0,8.05
299,Cockburn Town,TC,2022-06-12 02:52:50,21.4612,-71.1419,80.92,87,99,21.12
300,Tilichiki,RU,2022-06-12 02:52:51,60.4667,166.1,44.13,70,96,9.6
301,Hamina,FI,2022-06-12 02:52:51,60.5697,27.1979,58.28,91,75,7.36
302,Gatesville,US,2022-06-12 02:52:52,31.4352,-97.7439,92.3,42,0,9.84
303,Casa Nova,BR,2022-06-12 02:52:14,-9.4167,-41.1333,78.89,65,69,14.34
304,Van,TR,2022-06-12 02:52:52,38.4924,43.3831,56.55,62,40,3.44
305,Kangaatsiaq,GL,2022-06-12 02:52:53,68.3065,-53.4641,34.03,84,11,11.92
306,Raudeberg,NO,2022-06-12 02:52:53,61.9875,5.1352,52.95,92,100,25.75
307,Teya,RU,2022-06-12 02:52:54,60.3778,92.6267,66.47,53,100,4.72
308,Lavrentiya,RU,2022-06-12 02:52:54,65.5833,-171.0,38.35,63,100,16.55
309,Alofi,NU,2022-06-12 02:52:54,-19.0595,-169.9187,80.49,78,19,12.66
310,Khilok,RU,2022-06-12 02:52:55,51.3674,110.4676,67.33,54,51,6.67
311,Matagami,CA,2022-06-12 02:52:55,49.7502,-77.6328,51.91,93,100,8.05
312,Kieta,PG,2022-06-12 02:52:55,-6.2167,155.6333,85.03,65,12,5.03
313,Ahuimanu,US,2022-06-12 02:53:01,21.4447,-157.8378,83.34,62,0,16.11
314,Wajir,KE,2022-06-12 02:53:01,1.7471,40.0573,73.98,81,20,11.9
315,Marang,MY,2022-06-12 02:53:02,5.2056,103.2059,78.71,66,100,1.61
316,Quzhou,CN,2022-06-12 02:53:02,28.9594,118.8686,67.24,99,100,5.55
317,Mersing,MY,2022-06-12 02:53:02,2.4312,103.8405,78.71,89,40,5.75
318,Spanish Fork,US,2022-06-12 02:51:31,40.115,-111.6549,83.91,44,40,11.5
319,Porto Uniao,BR,2022-06-12 02:53:03,-26.2381,-51.0783,33.75,85,61,2.71
320,Severnyy,RU,2022-06-12 02:53:03,50.677,36.5532,64.44,82,0,4.47
321,Ilebo,CD,2022-06-12 02:53:04,-4.3167,20.5833,68.45,64,6,1.05
322,Puerto Lopez,CO,2022-06-12 02:53:04,4.0845,-72.956,70.77,98,100,4.12
323,Liverpool,GB,2022-06-12 02:50:55,53.4106,-2.9779,57.29,80,20,9.22
324,Mocuba,MZ,2022-06-12 02:53:05,-16.8392,36.9856,60.31,99,37,3.53
325,Doka,SD,2022-06-12 02:53:05,13.5167,35.7667,74.1,70,46,9.04
326,Palmer,US,2022-06-12 02:53:06,42.1584,-72.3287,63.86,76,20,6.91
327,Orotukan,RU,2022-06-12 02:53:06,62.2667,151.7,44.71,76,99,4.0
328,Abtenau,AT,2022-06-12 02:53:07,47.5637,13.346,55.98,92,1,4.25
329,Dzaoudzi,YT,2022-06-12 02:53:07,-12.7887,45.2699,78.69,73,75,18.41
330,North Bend,US,2022-06-12 02:49:42,43.4065,-124.2243,62.24,100,100,8.05
331,Carutapera,BR,2022-06-12 02:53:08,-1.195,-46.02,75.29,93,100,5.01
332,Honningsvag,NO,2022-06-12 02:53:08,70.9821,25.9704,49.75,93,75,1.14
333,Tolbazy,RU,2022-06-12 02:53:09,54.0241,55.8825,50.18,84,12,10.45
334,Mount Isa,AU,2022-06-12 02:53:09,-20.7333,139.5,69.57,24,51,12.66
335,Nabire,ID,2022-06-12 02:53:10,-3.3667,135.4833,84.42,68,47,4.94
336,Newport,GB,2022-06-12 02:53:10,51.5877,-2.9984,57.25,81,28,9.19
337,Tateyama,JP,2022-06-12 02:53:11,34.9833,139.8667,70.25,74,73,15.93
338,Chapais,CA,2022-06-12 02:53:11,49.7834,-74.8492,53.38,72,77,4.07
339,Yulara,AU,2022-06-12 02:53:12,-25.2406,130.9889,59.99,36,4,10.54
340,Diamantino,BR,2022-06-12 02:53:12,-14.4086,-56.4461,60.84,89,100,4.76
341,Riachao Das Neves,BR,2022-06-12 02:53:13,-11.7461,-44.91,75.9,39,100,1.9
342,Caxito,AO,2022-06-12 02:53:13,-8.5785,13.6643,65.07,95,3,2.8
343,Olafsvik,IS,2022-06-12 02:53:14,64.8945,-23.7142,46.63,86,100,5.23
344,Kushima,JP,2022-06-12 02:53:14,31.4583,131.2333,78.78,54,100,7.23
345,Keti Bandar,PK,2022-06-12 02:53:14,24.1447,67.4497,85.05,68,100,13.71
346,Chara,RU,2022-06-12 02:53:15,56.9064,118.2631,64.2,48,81,3.18
347,Ust-Nera,RU,2022-06-12 02:53:15,64.5667,143.2,62.01,32,62,5.19
348,Shellbrook,CA,2022-06-12 02:53:16,53.2168,-106.4011,69.03,70,74,6.69
349,Brawley,US,2022-06-12 02:53:16,32.9787,-115.5303,109.65,23,72,14.5
350,Evinayong,GQ,2022-06-12 02:53:17,1.4368,10.5512,66.51,99,87,1.3
351,Pisco,PE,2022-06-12 02:48:50,-13.7,-76.2167,60.85,88,0,5.75
352,Dohrighat,IN,2022-06-12 02:53:17,26.2644,83.5164,98.71,36,2,7.94
353,Chaihe,CN,2022-06-12 02:53:17,44.7667,129.7,76.33,38,62,4.76
354,Rawson,AR,2022-06-12 02:53:18,-43.3002,-65.1023,54.64,37,100,12.12
355,Waingapu,ID,2022-06-12 02:53:18,-9.6567,120.2641,82.4,67,97,16.15
356,Wenling,CN,2022-06-12 02:53:19,28.3669,121.36,68.95,94,100,6.53
357,Arica,CL,2022-06-12 02:53:19,-18.475,-70.3042,61.03,77,100,2.3
358,Kaeo,NZ,2022-06-12 02:53:19,-35.1,173.7833,60.46,86,63,15.97
359,Santiago Del Estero,AR,2022-06-12 02:50:13,-27.7951,-64.2615,52.23,48,0,7.38
360,Tete,MZ,2022-06-12 02:53:20,-16.1564,33.5867,66.29,88,75,3.44
361,Saint-Augustin,CA,2022-06-12 02:53:25,51.226,-58.6502,54.23,79,15,9.95
362,Pastavy,BY,2022-06-12 02:53:26,55.1168,26.8326,55.24,96,2,5.57
363,Pedernales,DO,2022-06-12 02:53:26,18.0384,-71.744,80.8,68,99,7.27
364,Fairbanks,US,2022-06-12 02:51:17,64.8378,-147.7164,70.02,35,20,10.36
365,Bathsheba,BB,2022-06-12 02:53:27,13.2167,-59.5167,83.01,74,20,26.46
366,Quattro Castella,IT,2022-06-12 02:53:27,44.635,10.4743,65.88,60,0,3.42
367,Koslan,RU,2022-06-12 02:53:28,63.4564,48.8989,47.84,56,0,8.3
368,Abong Mbang,CM,2022-06-12 02:53:28,3.9833,13.1833,68.14,96,99,2.21
369,San Cristobal,VE,2022-06-12 02:53:28,7.7669,-72.225,71.78,98,97,3.62
370,Flinders,AU,2022-06-12 02:53:29,-34.5833,150.8552,64.18,52,7,5.99
371,Kroya,ID,2022-06-12 02:53:29,-7.6331,109.2461,83.46,71,100,1.88
372,Port Lincoln,AU,2022-06-12 02:53:29,-34.7333,135.8667,56.89,61,77,5.88
373,Lyngseidet,NO,2022-06-12 02:53:30,69.5763,20.2189,46.4,94,100,5.1
374,Ust-Ilimsk,RU,2022-06-12 02:53:30,58.0006,102.6619,76.26,29,86,4.85
375,East London,ZA,2022-06-12 02:53:31,-33.0153,27.9116,72.99,28,97,14.7
376,Sri Aman,MY,2022-06-12 02:53:31,1.2376,111.4621,82.45,83,40,2.3
377,Grand Island,US,2022-06-12 02:53:31,40.925,-98.342,81.19,57,32,6.87
378,Torbat-E Jam,IR,2022-06-12 02:53:32,35.244,60.6225,72.63,43,0,16.08
379,Mandera,KE,2022-06-12 02:53:32,3.9366,41.867,76.78,69,100,17.18
380,Flin Flon,CA,2022-06-12 02:53:32,54.7682,-101.865,55.42,69,55,5.53
381,Atherton,GB,2022-06-12 02:53:33,53.5237,-2.4935,56.89,76,12,7.0
382,Sol-Iletsk,RU,2022-06-12 02:53:33,51.1631,54.9918,64.51,73,40,7.14
383,Shimoda,JP,2022-06-12 02:53:34,34.6667,138.95,76.1,75,40,3.29
384,Waipawa,NZ,2022-06-12 02:53:34,-41.4122,175.5153,54.32,75,88,19.17
385,Bonavista,CA,2022-06-12 02:53:34,48.6499,-53.1147,51.28,81,100,18.21
386,Juneau,US,2022-06-12 02:52:49,58.3019,-134.4197,55.22,84,100,16.11
387,Kjollefjord,NO,2022-06-12 02:53:35,70.9457,27.3465,50.05,79,100,5.95
388,Sulina,RO,2022-06-12 02:53:35,45.1559,29.6536,66.9,89,100,11.79
389,Los Llanos De Aridane,ES,2022-06-12 02:53:36,28.6585,-17.9182,65.95,95,100,10.36
390,Pimentel,PE,2022-06-12 02:53:36,-6.8367,-79.9342,63.45,86,93,14.47
391,Bireun,ID,2022-06-12 02:51:55,5.203,96.7009,75.43,91,100,6.02
392,Anyang,CN,2022-06-12 02:50:28,36.0994,114.3289,67.3,85,100,3.47
393,Christchurch,NZ,2022-06-12 02:50:29,-43.5333,172.6333,51.91,70,40,18.41
394,Asyut,EG,2022-06-12 02:53:37,27.181,31.1837,86.18,42,0,10.02
395,Yamada,JP,2022-06-12 02:53:37,39.4667,141.95,61.32,93,100,8.46
396,Espanola,US,2022-06-12 02:50:47,35.9911,-106.0806,86.74,32,90,2.01
397,Dudinka,RU,2022-06-12 02:53:38,69.4058,86.1778,69.62,31,100,11.14
398,Morehead,US,2022-06-12 02:53:31,37.2711,-87.1764,72.99,85,0,0.0
399,Progreso,MX,2022-06-12 02:53:38,21.2833,-89.6667,80.11,81,19,11.88
400,Husum,DE,2022-06-12 02:53:39,54.4858,9.0524,53.49,93,64,7.96
401,Qasigiannguit,GL,2022-06-12 02:53:39,68.8193,-51.1922,28.38,90,16,4.14
402,San Isidro,PE,2022-06-12 02:53:40,-12.1167,-77.05,63.01,83,100,11.5
403,Saurimo,AO,2022-06-12 02:53:40,-9.6608,20.3916,53.89,58,1,5.88
404,Vega De Alatorre,MX,2022-06-12 02:53:40,20.0333,-96.6333,80.6,84,0,12.41
405,Namibe,AO,2022-06-12 02:53:41,-15.1961,12.1522,68.99,53,2,9.73
406,Qeshm,IR,2022-06-12 02:49:45,26.9581,56.2719,85.87,79,0,8.52
407,Necochea,AR,2022-06-12 02:53:45,-38.5473,-58.7368,43.77,77,0,4.16
408,Beringovskiy,RU,2022-06-12 02:53:46,63.05,179.3167,37.81,77,62,8.23
409,Coffs Harbour,AU,2022-06-12 02:53:47,-30.3,153.1333,68.13,37,3,8.05
410,Vardo,NO,2022-06-12 02:53:47,70.3705,31.1107,57.18,62,75,19.57
411,Buchanan,LR,2022-06-12 02:53:48,5.8808,-10.0467,76.5,88,100,5.12
412,Jijiga,ET,2022-06-12 02:53:48,9.35,42.8,63.21,69,56,10.89
413,Yertsevo,RU,2022-06-12 02:53:48,60.7966,40.086,51.53,67,35,2.64
414,Faya,SA,2022-06-12 02:53:49,18.3851,42.4509,68.11,14,1,1.9
415,Ancud,CL,2022-06-12 02:52:36,-41.8697,-73.8203,47.23,87,100,8.23
416,Juegang,CN,2022-06-12 02:53:49,32.3174,121.1855,80.94,66,100,17.49
417,Cabedelo,BR,2022-06-12 02:50:33,-6.9811,-34.8339,72.27,83,69,2.55
418,Slonim,BY,2022-06-12 02:53:50,53.0867,25.3219,54.43,94,2,5.59
419,Saveh,IR,2022-06-12 02:53:50,35.0213,50.3566,75.11,35,0,1.14
420,Nome,US,2022-06-12 02:53:51,64.5011,-165.4064,49.15,51,94,6.24
421,Road Town,VG,2022-06-12 02:53:29,18.4167,-64.6167,82.49,76,24,22.97
422,Ust-Shonosha,RU,2022-06-12 02:53:51,61.1531,41.343,51.82,67,93,2.62
423,Amalapuram,IN,2022-06-12 02:53:52,16.5833,82.0167,92.91,53,91,4.34
424,Shingu,JP,2022-06-12 02:53:52,33.7333,135.9833,77.02,60,0,6.82
425,New Richmond,US,2022-06-12 02:50:39,45.123,-92.5366,72.41,72,75,4.61
426,Xining,CN,2022-06-12 02:53:53,36.6167,101.7667,62.02,49,76,2.21
427,Bagan,RU,2022-06-12 02:53:53,54.1001,77.6646,70.16,49,58,13.53
428,Uruzgan,AF,2022-06-12 02:53:54,32.8333,66.0,75.92,22,0,4.88
429,Klyuchi,RU,2022-06-12 02:53:54,52.2667,79.1667,76.53,35,43,10.74
430,Sitka,US,2022-06-12 02:51:44,57.0531,-135.33,53.49,66,100,5.75
431,Rincon,US,2022-06-12 02:53:55,32.296,-81.2354,77.86,91,100,4.36
432,Trincomalee,LK,2022-06-12 02:53:55,8.5711,81.2335,83.91,70,100,18.63
433,Santa Fe,AR,2022-06-12 02:52:39,-31.6333,-60.7,51.01,57,1,4.0
434,Qiongshan,CN,2022-06-12 02:53:55,20.0058,110.3542,87.78,79,0,8.95
435,Titusville,US,2022-06-12 02:53:56,28.6122,-80.8075,78.19,94,75,3.44
436,Vestmannaeyjar,IS,2022-06-12 02:53:56,63.4427,-20.2734,48.47,86,76,23.71
437,Pandan,PH,2022-06-12 02:53:57,14.0453,124.1694,87.39,64,12,6.69
438,Kuusankoski,FI,2022-06-12 02:53:57,60.907,26.6244,57.72,90,0,2.3
439,Sungaipenuh,ID,2022-06-12 02:53:57,-2.0833,101.3833,68.25,89,100,1.81
440,Yushu,CN,2022-06-12 02:53:58,44.8,126.5333,77.07,47,100,10.67
441,Khash,IR,2022-06-12 02:53:58,28.2211,61.2158,81.64,27,67,5.64
442,Bowral,AU,2022-06-12 02:53:58,-34.4667,150.4167,56.14,62,15,14.27
443,Novo Aripuana,BR,2022-06-12 02:53:59,-5.1206,-60.3797,71.92,90,96,1.16
444,Ossora,RU,2022-06-12 02:53:59,59.2353,163.0719,47.82,71,99,6.31
445,Woodmere,US,2022-06-12 02:54:00,40.6321,-73.7126,70.29,63,85,10.0
446,Boffa,GN,2022-06-12 02:54:00,10.1667,-14.0333,75.51,86,99,2.35
447,Portland,US,2022-06-12 02:52:43,45.5234,-122.6762,65.57,87,75,4.61
448,Port-Gentil,GA,2022-06-12 02:54:00,-0.7193,8.7815,77.43,84,4,5.97
449,Fortuna,US,2022-06-12 02:54:01,40.5982,-124.1573,64.92,91,100,5.75
450,Tommot,RU,2022-06-12 02:54:01,58.9564,126.2925,60.64,82,100,4.27
451,Tongren,CN,2022-06-12 02:54:07,27.7172,109.1853,70.23,90,100,1.39
452,Kalabo,ZM,2022-06-12 02:54:07,-14.97,22.6814,49.96,77,4,5.37
453,Broome,US,2022-06-12 02:52:57,42.2506,-75.833,62.98,76,0,3.44
454,Presidencia Roque Saenz Pena,AR,2022-06-12 02:54:08,-26.7852,-60.4388,43.63,57,0,3.31
455,Havre-Saint-Pierre,CA,2022-06-12 02:54:08,50.2334,-63.5986,52.16,87,20,10.36
456,Camacha,PT,2022-06-12 02:54:09,33.0833,-16.3333,63.82,77,40,12.66
457,Houma,US,2022-06-12 02:50:55,29.5958,-90.7195,75.99,98,0,0.0
458,Grindavik,IS,2022-06-12 02:54:09,63.8424,-22.4338,49.95,87,75,8.05
459,Miraflores,MX,2022-06-12 02:54:10,19.2167,-98.8083,70.03,74,78,3.87
460,Pedro Juan Caballero,PY,2022-06-12 02:54:10,-22.5472,-55.7333,40.86,69,100,4.32
461,Hami,CN,2022-06-12 02:54:11,42.8,93.45,87.76,6,0,4.68
462,Russell,US,2022-06-12 02:54:11,32.3502,-85.1999,77.0,88,0,0.0
463,Gondanglegi,ID,2022-06-12 02:54:11,-7.7479,112.0132,84.15,74,100,1.32
464,Banff,CA,2022-06-12 02:54:12,51.1762,-115.5698,59.38,33,5,2.3
465,Amahai,ID,2022-06-12 02:54:12,-3.3333,128.9167,84.52,70,97,4.54
466,Peniche,PT,2022-06-12 02:54:13,39.3558,-9.3811,66.29,93,20,15.32
467,Yaan,NG,2022-06-12 02:54:13,7.3833,8.5667,72.21,97,67,4.47
468,Almeirim,BR,2022-06-12 02:54:14,-1.5233,-52.5817,72.79,96,24,2.13
469,Pangai,TO,2022-06-12 02:54:14,-19.8,-174.35,78.94,82,95,16.22
470,Sambava,MG,2022-06-12 02:54:14,-14.2667,50.1667,68.92,80,74,12.37
471,Raga,SS,2022-06-12 02:54:15,8.4596,25.678,69.71,90,91,4.07
472,Zhigansk,RU,2022-06-12 02:54:15,66.7697,123.3711,58.59,56,29,5.23
473,Zharkent,KZ,2022-06-12 02:54:15,44.1628,80.0,80.53,40,53,4.83
474,Zagreb,HR,2022-06-12 02:54:16,45.8131,15.9775,63.9,81,0,4.61
475,Atar,MR,2022-06-12 02:54:16,20.5169,-13.0499,88.27,20,5,10.33
476,Norman Wells,CA,2022-06-12 02:54:17,65.282,-126.8329,51.84,93,100,17.27
477,Plettenberg Bay,ZA,2022-06-12 02:54:17,-34.0527,23.3716,73.63,27,96,18.43
478,Phalombe,MW,2022-06-12 02:54:18,-15.8064,35.6507,53.83,92,17,3.06
479,Qaqortoq,GL,2022-06-12 02:54:18,60.7167,-46.0333,41.7,96,100,3.4
480,Nova Soure,BR,2022-06-12 02:54:19,-11.2333,-38.4833,68.11,96,49,3.53
481,Mehran,IR,2022-06-12 02:54:19,33.1222,46.1646,87.89,17,0,9.33
482,Iberia,US,2022-06-12 02:54:19,29.9502,-91.7507,80.58,90,100,5.23
483,Richards Bay,ZA,2022-06-12 02:54:20,-28.783,32.0377,61.93,87,0,11.88
484,Tangshan,CN,2022-06-12 02:54:20,39.6333,118.1833,73.47,71,100,7.76
485,Petrolina,BR,2022-06-12 02:54:21,-9.3986,-40.5008,78.85,73,75,8.05
486,Hasaki,JP,2022-06-12 02:54:21,35.7333,140.8333,72.0,78,79,18.72
487,Vilhena,BR,2022-06-12 02:50:17,-12.7406,-60.1458,59.0,89,95,3.8
488,Grudziadz,PL,2022-06-12 02:54:22,53.4841,18.7537,62.01,77,80,3.98
489,Siirt,TR,2022-06-12 02:54:22,37.9326,41.9403,74.08,40,5,5.73
490,Quarai,BR,2022-06-12 02:54:22,-30.3875,-56.4514,39.49,65,0,6.93
491,Quepos,CR,2022-06-12 02:54:23,9.4236,-84.1652,77.11,86,100,2.93
492,Linkuva,LT,2022-06-12 02:54:24,56.0856,23.9725,56.07,90,0,4.97
493,Eydhafushi,MV,2022-06-12 02:54:24,5.1033,73.0708,82.81,75,99,12.82
494,Tripoli,LY,2022-06-12 02:54:24,32.8752,13.1875,71.22,75,0,9.98
495,Dongkan,CN,2022-06-12 02:54:30,33.9997,119.8308,80.78,44,100,13.42
496,Dombas,NO,2022-06-12 02:54:30,62.0696,9.1235,47.12,79,92,5.64
497,Karla,EE,2022-06-12 02:54:30,59.3723,24.9275,55.36,88,0,5.75
498,Ndungu,TZ,2022-06-12 02:54:31,-4.3667,38.05,64.58,94,60,3.47
499,Brightwater,NZ,2022-06-12 02:54:31,-41.3833,173.1167,54.68,96,98,12.75
500,Coruripe,BR,2022-06-12 02:54:31,-10.1256,-36.1756,73.99,90,27,5.06
501,Kununurra,AU,2022-06-12 02:54:32,-15.7667,128.7333,75.18,19,6,12.66
502,Frontera,MX,2022-06-12 02:54:32,26.9333,-101.45,89.33,44,0,5.01
503,Coquimbo,CL,2022-06-12 02:52:19,-29.9533,-71.3436,53.33,82,100,12.66
504,Kerouane,GN,2022-06-12 02:54:33,9.2667,-9.0167,69.91,94,99,2.62
505,Valparaiso,CL,2022-06-12 02:49:43,-33.0393,-71.6273,54.48,85,100,2.3
506,Vershino-Darasunskiy,RU,2022-06-12 02:54:33,52.35,115.5167,68.45,40,98,8.39
507,Lethem,GY,2022-06-12 02:54:34,3.3803,-59.7968,73.04,96,91,3.06
508,Horta,PT,2022-06-12 02:54:34,38.5333,-28.6333,61.45,83,39,15.95
509,Anzio,IT,2022-06-12 02:54:34,41.4853,12.6179,72.0,91,0,5.66
510,Sioux Lookout,CA,2022-06-12 02:54:35,50.1001,-91.917,62.67,48,20,2.3
511,Josefina,PH,2022-06-12 02:54:35,8.2,123.5333,83.86,61,100,2.55
512,Port Hardy,CA,2022-06-12 02:54:35,50.6996,-127.4199,53.78,76,75,10.36
513,Pemba,MZ,2022-06-12 02:54:36,-12.974,40.5178,66.9,88,20,8.05
514,Shamsabad,IN,2022-06-12 02:54:36,27.0167,78.1333,100.15,25,0,17.98
515,Yen Bai,VN,2022-06-12 02:54:37,21.7,104.8667,81.45,83,100,0.67
516,Kushiro,JP,2022-06-12 02:54:37,42.975,144.3747,52.75,93,75,9.22
517,Cairns,AU,2022-06-12 02:54:37,-16.9167,145.7667,79.11,56,72,11.5
518,San Rafael,AR,2022-06-12 02:52:02,-34.6177,-68.3301,49.71,37,4,9.69
519,Mimongo,GA,2022-06-12 02:54:38,-1.6195,11.6068,68.47,99,52,1.99
520,Joao Neiva,BR,2022-06-12 02:51:09,-19.7575,-40.3856,65.55,95,100,2.98
521,Mwinilunga,ZM,2022-06-12 02:54:39,-11.7358,24.4293,47.93,84,0,4.09
522,Nerchinskiy Zavod,RU,2022-06-12 02:54:39,51.3088,119.61,63.27,68,100,8.39
523,Arinos,BR,2022-06-12 02:52:13,-15.9169,-46.1056,67.84,60,99,1.16
524,Lagoa,PT,2022-06-12 02:54:40,39.05,-27.9833,61.34,78,33,19.6
525,Boueni,YT,2022-06-12 02:54:40,-12.9025,45.0761,78.78,69,1,19.84
526,Morro Bay,US,2022-06-12 02:51:15,35.3658,-120.8499,75.2,77,26,1.99
527,Jalu,LY,2022-06-12 02:54:41,29.0331,21.5482,70.25,70,0,11.72
528,Key West,US,2022-06-12 02:50:16,24.5557,-81.7826,87.8,69,0,4.61
529,Jibuti,DJ,2022-06-12 02:54:41,11.5,42.5,85.57,34,100,1.21
530,Half Moon Bay,US,2022-06-12 02:54:41,37.4636,-122.4286,80.55,83,100,20.71
531,Bol,TD,2022-06-12 02:54:42,13.4586,14.7147,79.79,82,82,11.39
532,Ponta Delgada,PT,2022-06-12 02:54:42,37.7333,-25.6667,62.51,88,40,11.5
533,Riyadh,SA,2022-06-12 02:53:57,24.6877,46.7219,84.34,15,0,2.84
534,Darhan,MN,2022-06-12 02:54:43,49.4867,105.9228,70.61,42,0,10.09
535,Sabang,ID,2022-06-12 02:54:43,5.8933,95.3214,82.76,72,100,12.93
536,Pemangkat,ID,2022-06-12 02:54:43,1.1667,108.9667,83.46,71,96,1.54
537,Vanersborg,SE,2022-06-12 02:54:44,58.3807,12.3234,55.76,82,100,10.36
538,Phan Thiet,VN,2022-06-12 02:54:44,10.9333,108.1,87.17,66,100,3.89
539,Shakawe,BW,2022-06-12 02:54:45,-18.3667,21.85,48.34,68,0,5.48
540,Bam,IR,2022-06-12 02:54:45,29.106,58.357,88.9,17,68,11.18
541,Ayan,RU,2022-06-12 02:54:45,56.45,138.1667,44.69,88,77,6.11
542,Tabou,CI,2022-06-12 02:54:51,4.423,-7.3528,76.96,84,98,5.57
543,Saint-Joseph,RE,2022-06-12 02:54:51,-21.3667,55.6167,62.98,80,19,13.09
544,Wajima,JP,2022-06-12 02:54:51,37.4,136.9,66.88,68,75,6.91
545,Parati,BR,2022-06-12 02:54:52,-23.2178,-44.7131,63.54,97,100,0.25
546,Ahipara,NZ,2022-06-12 02:54:52,-35.1667,173.1667,60.58,85,27,17.69
547,Tiznit,MA,2022-06-12 02:54:53,29.5833,-9.5,72.68,67,53,1.05
